Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL503461,,0,1408.68,None,None,chi-MrIA,CC(C)C[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@H](C(=O)O)CSSC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CC(N)=O)C(C)C)C(=O)N2,Activity,,,,,,Active,,,,,,FALSE,CHEMBL945610,Inhibition of [3H]NE uptake at human wild type NET expressed in african green monkey COS1 cells after 48 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-1,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1156458,1,Scientific Literature,J. Biol. Chem.,2007,CHEMBL3308351,
CHEMBL4277619,,0,333.43,0,3.44,11,c1ccc(N2CCN(CCOc3ccc4ccccc4c3)CC2)nc1,Inhibition,'=',66,%,,,,UO_0000187,,,,,FALSE,CHEMBL4276209,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells at 10 uM after 15 to 20 mins by microbeta scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4270660,1,Scientific Literature,Bioorg Med Chem,2018,None,
CHEMBL520736,,0,267.37,0,3.65,trans-24,CN[C@@H]1Cc2ccccc2[C@@H](Oc2ccccc2C)C1,IC50,'=',200,nM,6.7,,,UO_0000065,25.06,0.46,3.05,31.51,FALSE,CHEMBL945185,Inhibition of norepinephrine uptake at human NET in human HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1157521,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,CHEMBL3307715,
CHEMBL520735,,0,253.34,0,3.81,cis-13a,CN(C)[C@@H]1C[C@H](Oc2ccccc2)c2ccccc21,IC50,'=',800,nM,6.1,,,UO_0000065,24.07,0.44,2.29,48.89,FALSE,CHEMBL945185,Inhibition of norepinephrine uptake at human NET in human HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1157521,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,CHEMBL3307715,
CHEMBL563518,,0,339.44,0,2.55,12,CNC[C@@H](O)[C@H](c1ccccc1)n1c(=O)n(C(C)C)c2ccccc21,IC50,'=',13.4,nM,7.87,,,UO_0000065,23.19,0.43,5.32,13.3,FALSE,CHEMBL1055024,Inhibition of [3H]norepinephrine uptake at human NET expressed in MDCK-Net6 cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1153531,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL486278,,0,385.46,0,2.22,2,COc1ccc(CC(C)(C)NC[C@H](O)COc2cccc3[nH]c(=O)[nH]c23)cc1,IC50,'=',600,nM,6.22,Potential transcription error,,UO_0000065,,,,,TRUE,CHEMBL939875,Binding affinity to norepinephrine transporter,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1137011,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL2030630,,0,233.33,0,3.39,25,Fc1cccc(CCCN2C3CCC2CC3)c1,Inhibition,'<',50,%,,,,UO_0000187,,,,,FALSE,CHEMBL2033933,Inhibition of NET at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2029272,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL2036265,,0,386.95,0,4.42,(+/-)-18,CNC1CC=C(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)CC1.Cl,IC50,'=',1300,nM,5.89,,,UO_0000065,16.79,0.32,1.47,8.89,FALSE,CHEMBL2037695,Displacement of [3H]nisoxetine from human NET expressed in CHO cells after 120 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2034871,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3308072,
CHEMBL4278465,,0,538.99,2,7.54,11b,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCCN(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Inhibition,'=',88.2,%,,,,UO_0000187,,,,,FALSE,CHEMBL4260838,Displacement of [3H]Nisoxetine from human NET expressed in HEK cells by radioligand binding assay relative to control,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4257579,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL2205820,,0,311.4,0,2.52,38,OC12C3C4CC5C6C4C1C6C(C53)N2CCCc1cccc(F)c1,Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL2215574,Binding affinity to NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2203059,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL2206529,,0,251.37,0,3.88,31,Cc1ccc(C2CN(C)Cc3c(C)cccc32)cc1,Ki,'=',19,nM,7.72,,,UO_0000065,30.72,0.56,3.84,238.31,FALSE,CHEMBL2211273,Inhibition of human NET,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2203266,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL232867,,0,244.29,0,3,6j,COC(=O)C1=C(c2ccc(C(C)=O)cc2)CCC1,Ki,'=',240000,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL893352,Displacement of [125I]RTI55 from human NET expressed in COS1 cell membrane,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-1,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1148012,1,Scientific Literature,Bioorg. Med. Chem.,2007,CHEMBL3308351,
CHEMBL404258,,0,291.78,0,4.2,16,COc1cc(Cl)ccc1Oc1ccccc1CN(C)C,IC50,'=',14,nM,7.85,,,UO_0000065,26.92,0.54,3.65,36.19,FALSE,CHEMBL948897,Inhibition of [3H]NA uptake at human NA transporter expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1141595,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,CHEMBL3307715,
CHEMBL562,GRISEOFULVIN,4,352.77,0,2.81,griseofulvin,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1173532,"1-(3,4-DICHLOROPHENYL)-6-(METHOXYMETHYL)-3-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERIC MIX)",1,286.2,0,3.26,67; GSK1360707,COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,IC50,'=',8.1,nM,8.09,,,UO_0000065,28.27,0.61,4.83,38.06,FALSE,CHEMBL4219662,Binding affinity to NET (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4219032,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL273575,NOMIFENSINE,4,238.33,0,2.85,24,CN1Cc2c(N)cccc2C(c2ccccc2)C1,Ki,'=',3.8,nM,8.42,,,UO_0000065,35.33,0.64,5.57,28.78,FALSE,CHEMBL4219662,Binding affinity to NET (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4219032,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL395408,,0,288.44,0,2.65,12a,Cc1cccc(CN(C2CCOCC2)[C@@H]2CCNC2)c1C,IC50,'=',144,nM,6.84,,,UO_0000065,23.72,0.44,4.19,27.93,FALSE,CHEMBL902423,Inhibition of [3H]NA from human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1139125,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,CHEMBL3307715,
CHEMBL458488,,0,339.86,0,2.82,7b,CCOc1ccc([C@H]2C[C@H]3CC[C@H]([C@H]2C(=O)OC)N3C)cc1.Cl,Ki,'=',1690,nM,5.77,,,UO_0000065,19.02,0.36,2.95,14.89,FALSE,CHEMBL1013551,Displacement of [3H]nisoxetine from NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1151730,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL894,BUPROPION,4,239.75,0,3.3,bupropion,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,IC50,'=',1850,nM,5.73,,,UO_0000065,23.91,0.49,2.43,19.7,TRUE,CHEMBL1815454,Inhibition of human NET expressed in HEK293 cells assessed as inhibition of [3H]NE reuptake after 10 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1811897,1,Scientific Literature,J. Med. Chem.,2010,CHEMBL3307715,
CHEMBL2206509,,0,255.34,0,3.71,41,Cc1ccc2c(c1)CN(C)C[C@H]2c1ccc(F)cc1,Ki,'=',7.1,nM,8.15,,,UO_0000065,31.91,0.59,4.44,251.5,FALSE,CHEMBL2211273,Inhibition of human NET,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2203266,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL4101780,,0,477.38,1,6.2,7g,Fc1ccc(C(OCCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)c2ccc(F)cc2)cc1,IC50,'=',1323,nM,5.88,,,UO_0000065,12.31,0.25,-0.32,37.42,FALSE,CHEMBL4007285,Inhibition of [3H]-5-norepinephrine reuptake in human NET expressed in HEK293 cells by microbeta liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4004887,1,Scientific Literature,Bioorg Med Chem,2017,CHEMBL3307715,
CHEMBL3094313,,0,333.74,0,3.62,10,Cl.NCc1ccc(OCc2cccc(OC(F)(F)F)c2)cc1,Inhibition,'=',58.5,%,,,,UO_0000187,,,,,FALSE,CHEMBL3094631,Inhibition of NET (unknown origin) at 10 uM relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3091364,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL567656,,0,349.48,0,2.84,7b,CN1CCN(C[C@H](O)[C@H](c2ccccc2)n2ccc3ccccc32)CC1,Inhibition,'=',5,%,,,,UO_0000187,,,,,FALSE,CHEMBL1039162,Inhibition of norepinephrine reuptake at human NET expressed in MDCK-Net6 cells at 1000 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155305,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,
CHEMBL576758,,0,326.42,0,3.51,21,CCc1cn([C@@H](c2cccc(F)c2)[C@H](O)CNC)c2ccccc12,IC50,'=',10,nM,8,,,UO_0000065,24.51,0.46,4.49,21.51,FALSE,CHEMBL1044082,Inhibition of human NET expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155200,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,
CHEMBL575131,,0,298.36,0,2.95,13,CNC[C@@H](O)[C@H](c1ccc(F)cc1)n1ccc2ccccc21,IC50,'=',84,nM,7.08,,,UO_0000065,23.72,0.44,4.13,19.03,FALSE,CHEMBL1044082,Inhibition of human NET expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155200,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,
CHEMBL286312,,0,273.38,0,3.95,242; JNJ-39836966,C#Cc1ccc([C@@H]2CN3CCC[C@@H]3c3ccccc32)cc1,Ki,'=',4.1,nM,8.39,,,UO_0000065,30.68,0.55,4.44,258.86,FALSE,CHEMBL4219662,Binding affinity to NET (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4219032,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL463387,,0,347.46,0,3.34,31,CN(C)C(=O)c1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,Ki,'=',10,nM,8,,,UO_0000065,23.02,0.42,4.66,16.62,FALSE,CHEMBL944373,Inhibition of NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1152295,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL519910,,0,443.42,1,5.96,3e,Cc1ccc(Cc2cc([C@@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)on2)cc1.Cl,Ki,'=',1100,nM,5.96,,,UO_0000065,14.64,0.28,0,20.36,FALSE,CHEMBL948347,Displacement of [3H]nisoxetine from NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155007,1,Scientific Literature,Bioorg. Med. Chem.,2008,None,
CHEMBL470690,,0,429.39,1,6.04,2e,Cc1ccc(-c2cc([C@@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)on2)cc1.Cl,Ki,'=',1030,nM,5.99,,,UO_0000065,15.24,0.29,-0.05,20.45,FALSE,CHEMBL948347,Displacement of [3H]nisoxetine from NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155007,1,Scientific Literature,Bioorg. Med. Chem.,2008,None,
CHEMBL513248,,0,272.37,0,1.06,5g,C#CCN(CC#C)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,IC50,'=',6,nM,8.22,,,UO_0000065,30.19,0.59,7.16,17.75,FALSE,CHEMBL948470,"Displacement of Levo[ring-2,5,6-3H]norepinephrine from human cloned NET expressed in HEK293 cells by microplate scintillation counter",B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1152288,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3307715,
CHEMBL4227688,,0,300.23,0,3.65,"167, syn-enantiomer-1",COC[C@@H]1CN[C@H]2CC[C@]1(c1ccc(Cl)c(Cl)c1)C2,Ki,'=',1.413,nM,8.85,,,UO_0000065,29.48,0.64,5.2,41.63,FALSE,CHEMBL4219686,Binding affinity to human NET,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4219032,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL1097660,,0,339.48,0,2.92,14,OC1(C(CN2CCNCC2)c2cnc3ccccc3c2)CCCCC1,IC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL1115565,Inhibition of human NET transfected in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1158540,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL448953,,0,281.83,0,3.68,(S)-(+)-9,CN(C)C[C@H](c1cccc(Cl)c1)C1(O)CCCCC1,Ki,'=',339,nM,6.47,,,UO_0000065,22.96,0.47,2.79,27.57,FALSE,CHEMBL1020015,Displacement of [3H]nisoxetine from human norepinephrine transporter expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155011,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL1779060,,0,366.46,0,1.49,6,COc1ccc(C)cc1C(=O)NCCN1C2C3C4CC5C6C4C2C6C1(O)C53,Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL2215574,Binding affinity to NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2203059,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL518195,,0,459.38,0,3.61,17h,CN1CCN(CC(c2ccc(OC(F)(F)F)cc2)C2(O)CCCCC2)CC1.Cl.Cl,IC50,'=',575,nM,6.24,,,UO_0000065,16.15,0.32,2.63,17.36,FALSE,CHEMBL1020016,Inhibition of norepinephrine uptake at human norepinephrine transporter expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155011,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL101899,,0,281.83,0,3.68,9,CN(C)CC(c1cccc(Cl)c1)C1(O)CCCCC1,IC50,'=',121,nM,6.92,,,UO_0000065,24.54,0.5,3.24,29.47,FALSE,CHEMBL1020016,Inhibition of norepinephrine uptake at human norepinephrine transporter expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155011,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL420644,,0,281.83,0,3.68,8,CN(C)CC(c1ccc(Cl)cc1)C1(O)CCCCC1,IC50,'=',120,nM,6.92,,,UO_0000065,24.56,0.5,3.24,29.49,FALSE,CHEMBL1020016,Inhibition of norepinephrine uptake at human norepinephrine transporter expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155011,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL557868,,0,409.44,0,3.24,23,CNC[C@@H](O)[C@H](c1cccc(F)c1)n1c(=O)n(-c2ccccc2)c2cccc(F)c21,IC50,'=',91.9,nM,7.04,,,UO_0000065,17.19,0.32,3.8,11.89,FALSE,CHEMBL1055024,Inhibition of [3H]norepinephrine uptake at human NET expressed in MDCK-Net6 cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1153531,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL3673127,,0,299.8,0,3.85,BDBM160587,COc1ccc2c(c1)CN1CCC2(c2ccc(Cl)cc2)C1,IC50,'=',675.1,nM,6.17,,303850,UO_0000065,20.58,0.4,2.32,49.48,FALSE,CHEMBL3705744,"Radioligand Binding Assay: Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 1.0 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 1.0 ul/well of 10 mM desipramine dissolved in DMSO. 50 ul/well of a 2x membrane preparation (0.4 mg/ml in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) and 50 ul/well of a 2x radioligand solution (4 nM [3H]nisoxetine in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.",B,BAO_0000249,cell membrane format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3639048,37,BindingDB Database,,2015,None,
CHEMBL2321991,,0,274.19,0,3,17a,OCC[C@]1(c2ccc(Cl)c(Cl)c2)CCCNC1,Ki,'=',3.3,nM,8.48,,,UO_0000065,30.93,0.68,5.48,26.29,FALSE,CHEMBL2327306,Inhibition of human recombinant NET expressed in HEK cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2321662,1,Scientific Literature,ACS Med. Chem. Lett.,2013,CHEMBL3307715,
CHEMBL3892951,,0,322.24,0,4.64,BDBM177686,Cc1ccccc1OC(c1ccc(Cl)c(Cl)c1)C1CNC1,IC50,'=',25.8,nM,7.59,,323479,UO_0000065,23.55,0.49,2.95,35.69,FALSE,CHEMBL3887207,"Binding Assay: NE transporter binding assay for evaluating binding of the compound to the norepinephrine transporter was carried out using human recombinant norepinephrine transporter membrane (PerkinElmer Life and Analytical Sciences, USA) expressed in MDCK cells and radioisotope [3H]Nisoxetine (PerkinElmer).That is, the test drug, 6 nM [3H]Nisoxetine, norepinephrine transporter membrane (11 ug/well), 120 mM NaCl and 50 mM Tris-HCl buffer (pH 7.4) containing 5 mM KCl were added to obtain a reaction mixture with a final volume of 0.25 ml. After incubation for 60 minutes at 4° C., the mixture was quickly passed through a Filtermat A glass fiber filter pre-soaked with 0.5% (w/v) PEI (polyethyleneimine) using Inotech Harvester (Inotech) to terminate the reaction. After washing with cold washing buffer (50 mM Tris-HCl, pH 7.4, 0.9% NaCl) solution, the filter was covered with MeltiLex and sealed in a sample bag. After drying in an oven, radioactivity was counted using MicroBeta Plus (Wallac).",B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3886211,37,BindingDB Database,,2015,CHEMBL3308370,
CHEMBL1794855,,0,422.43,0,2.41,3d,CCN(C)C1CCCc2ccncc21.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,Activity,,,,,,Not Active,,,,,,FALSE,CHEMBL744180,Binding towards norepinephrine transporter; NA= Not active,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1146789,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2004,None,
CHEMBL3334790,,0,262.4,0,2.32,32g,Cc1ccc(C(CCN(C)C)N2CCOCC2)cc1,Inhibition,'=',40.4,%,,,,UO_0000187,,,,,FALSE,CHEMBL3368423,Inhibition of [3H]-NE uptake in human norepinephrine transporter expressed in HEK293 cells at 10 uM by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3352559,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3307715,
CHEMBL560877,,0,361.39,0,2.27,21,CCn1c(=O)n([C@@H](c2cccc(F)c2)[C@H](O)CNC)c2c(F)cccc21,IC50,'=',10.4,nM,7.98,,,UO_0000065,22.09,0.42,5.71,13.49,FALSE,CHEMBL1055024,Inhibition of [3H]norepinephrine uptake at human NET expressed in MDCK-Net6 cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1153531,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL488638,,0,228.12,0,2.85,DOV-102677,Clc1ccc([C@@]23CNC[C@@H]2C3)cc1Cl,Ki,'=',794.33,nM,6.1,,,UO_0000065,26.74,0.6,3.25,50.71,FALSE,CHEMBL1068887,Displacement of [3H]nisoxetine from human recombinant NET expressed in BacMam virus-transduced cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1157620,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL592374,AMITIFADINE,2,228.12,0,2.85,DOV-21947,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,Ki,'=',63.1,nM,7.2,,,UO_0000065,31.56,0.7,4.35,59.85,FALSE,CHEMBL1068887,Displacement of [3H]nisoxetine from human recombinant NET expressed in BacMam virus-transduced cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1157620,1,Scientific Literature,J. Med. Chem.,2010,None,
